EthnicityId|BusinessGroupId|LegislationCode|PersonId|DeclarerId|Ethnicity|PrimaryFlag|ATTRIBUTE1|ATTRIBUTE2|ATTRIBUTE3|ATTRIBUTE4|ATTRIBUTE5|ATTRIBUTE6|ATTRIBUTE7|ATTRIBUTE8|ATTRIBUTE9|ATTRIBUTE10|ATTRIBUTE11|ATTRIBUTE12|ATTRIBUTE13|ATTRIBUTE14|ATTRIBUTE15|ATTRIBUTE16|ATTRIBUTE17|ATTRIBUTE18|ATTRIBUTE19|ATTRIBUTE20|ATTRIBUTE21|ATTRIBUTE22|ATTRIBUTE23|ATTRIBUTE24|ATTRIBUTE25|ATTRIBUTE26|ATTRIBUTE27|ATTRIBUTE28|ATTRIBUTE29|ATTRIBUTE30|ATTRIBUTE_NUMBER1|ATTRIBUTE_NUMBER2|ATTRIBUTE_NUMBER3|ATTRIBUTE_NUMBER4|ATTRIBUTE_NUMBER5|ATTRIBUTE_NUMBER6|ATTRIBUTE_NUMBER7|ATTRIBUTE_NUMBER8|ATTRIBUTE_NUMBER9|ATTRIBUTE_NUMBER10|ATTRIBUTE_NUMBER11|ATTRIBUTE_NUMBER12|ATTRIBUTE_NUMBER13|ATTRIBUTE_NUMBER14|ATTRIBUTE_NUMBER15|ATTRIBUTE_NUMBER16|ATTRIBUTE_NUMBER17|ATTRIBUTE_NUMBER18|ATTRIBUTE_NUMBER19|ATTRIBUTE_NUMBER20|ATTRIBUTE_DATE1|ATTRIBUTE_DATE2|ATTRIBUTE_DATE3|ATTRIBUTE_DATE4|ATTRIBUTE_DATE5|ATTRIBUTE_DATE6|ATTRIBUTE_DATE7|ATTRIBUTE_DATE8|ATTRIBUTE_DATE9|ATTRIBUTE_DATE10|ATTRIBUTE_DATE11|ATTRIBUTE_DATE12|ATTRIBUTE_DATE13|ATTRIBUTE_DATE14|ATTRIBUTE_DATE15
200010668||US|200010668||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011155||US|200011155||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010953||US|200010953||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010467||US|200010467||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010559||US|200010559||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010715||US|200010715||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011215||US|200011215||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200000357||US|200000357||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010832||US|200010832||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010678||US|200010678||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010434||US|200010434||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010852||US|200010852||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010962||US|200010962||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011106||US|200011106||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010754||US|200010754||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010915||US|200010915||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010927||US|200010927||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010046||US|200010046||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200001167||US|200001167||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010615||US|200010615||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011003||US|200011003||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011108||US|200011108||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010908||US|200010908||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010606||US|200010606||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010986||US|200010986||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010599||US|200010599||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011244||US|200011244||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010868||US|200010868||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010978||US|200010978||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010600||US|200010600||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200000359||US|200000359||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010888||US|200010888||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010594||US|200010594||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011131||US|200011131||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010201||US|200010201||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010529||US|200010529||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011050||US|200011050||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010767||US|200010767||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010542||US|200010542||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200001064||US|200001064||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011014||US|200011014||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010574||US|200010574||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010409||US|200010409||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010958||US|200010958||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010684||US|200010684||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011040||US|200011040||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010405||US|200010405||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010609||US|200010609||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011139||US|200011139||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
